Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,0.768701472
Wikipedia,488937,"|style=""vertical-align: top; border-top: 1px solid gray;"" | For creating an article on a relatively obscure bridge with interesting information that remains in the current article, which has become the focus of the world for all the wrong reasons, I hereby award you this oddball barnstar. Who knew all this could happen?",11,14,11,11,7,A1RPVYUPJZGM9Z,A21753FQKCM5DQ,A2WKPCZU4U110T,AVWFW00UYDVUD,AO5E3LWBYM72K,-0.903926413,10.8,Rude,0.099155393
Wikipedia,620908,Huh? Is that a web address or a wikilink?,9,7,12,9,10,A233ONYNWKDIYF,AAZKHFKG1B8VQ,AYG3MF094634L,AC25X12LNYY6Y,AD1IH74UX9IAI,-1.055958633,9.4,Rude,0.09951962
Wikipedia,625793,"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",9,9,10,9,8,AHH34KPTA2LSS,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,AEYHIQUDWJ3KV,-0.947097369,9,Rude,0.09954421
Wikipedia,625829,"So, basically, you're just violating <url> and <url>. Why?",5,9,3,7,9,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A3MN5VOZFQPNZF,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.707454536,6.6,Rude,0.100102136
Wikipedia,296733,"You were right that there was a problem, but I see Xn4 has now had a go at it. Perhaps you could look at it again?",19,17,16,16,20,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AYG3MF094634L,A3EJ5TT2ZGBIDA,A2BE71BN177IH3,0.934068922,17.6,Polite,0.10046167
Wikipedia,621460,"Good! By the way, what do you think of merging the recurring animals in <url> to <url> and then getting rid of the rest?",17,13,16,21,17,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.718261951,16.8,Polite,0.100930044
Wikipedia,621629,Hi Emily!  Do you have any ideas about a topic yet?,13,23,17,21,19,A233ONYNWKDIYF,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2ULMYRKQMNNFG,A37ADCYLCSB5O2,1.088516867,18.6,Polite,0.102387087
Wikipedia,442925,Why on earth have you deleted the article on the <url>?  Can you please undelete it?,9,17,8,5,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3GOI327COFGY5,ANVEDG15GV3QE,-1.003427924,9.6,Rude,0.102567957
Wikipedia,115796,I like the image of the Finnish lighthouses. Do you know if it is for sale anywhere as a poster?,17,21,13,17,25,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.714093108,18.6,Polite,0.104058349
Wikipedia,486419,"By ""this project"" I mean Wikipedia. Do you share the values of civility and consensus?",12,10,16,13,5,A2VMJFBCB921NI,A3LXBP8T6JMY9B,A3EJ5TT2ZGBIDA,A302M81U0HM7RJ,A1F4D2PZ7NNWTL,-0.717316939,11.2,Rude,0.105260304
Wikipedia,467055,"You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?",15,6,12,10,11,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-0.63868826,10.8,Rude,0.105379956
Wikipedia,84756,"Thank you for your Wikignome-like edits.  What do you think, substantively?",17,17,21,25,23,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,1.802679264,20.6,Polite,0.106080565
Wikipedia,476257,I know there is some discussion at <url> regarding primary topics so I'm unsure if performing this edit would be an ok move. Thoughts?,13,25,13,17,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,0.652200271,17.8,Polite,0.106513929
Wikipedia,607187,Shudder?  Why?,9,9,13,7,14,AO5E3LWBYM72K,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,A1Y3Z92RE62NPS,A2WZQ92N4809N1,-1.000523479,10.4,Rude,0.107358349
Wikipedia,580143,"Hi.  Not complaining, but why did you remove the category ""high schools in california"" from this article?",9,13,13,8,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,-0.402240186,12,Rude,0.108180809
Wikipedia,582288,"If the only page you've been visiting is Wikipedia, then it makes sense the viruses would come from here, but if you've been to other sites, they get thrown into the equation. Again, don't you have any anti-virus software?",9,5,10,16,13,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.484499198,10.6,Rude,0.108729976
Wikipedia,147918,"The flag ""visible=yes"" means a comment on the page is made visible, not that the page is visible in search engines. Why did you remove flag?",13,13,13,11,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,ANVEDG15GV3QE,A29B522D0BX6HN,-0.67096539,11,Rude,0.109730809
Wikipedia,544688,"This would make a great addition to DYK, you know. (<url> :) It's just under a thousand wordsu2014maybe more of your thesis would like to make it onto WP?",25,12,13,15,21,A1R4VG71V6XECZ,A21753FQKCM5DQ,AO5E3LWBYM72K,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,0.453797977,17.2,Polite,0.110289486
Wikipedia,4288,Hi again - it looks like the same user is editing out all the information about Destiny being self-centred again. Is there some way we can stop this user from making these edits?,15,17,17,22,17,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.636123718,17.6,Polite,0.111783801
Wikipedia,433551,Shane I reverted the edit you made this moring <url> but on second thought I would like some advice.  Is it implied in stub that they do not have references or is it appropriate to mark stubs as requiring a reference?,23,13,17,25,17,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,A29B522D0BX6HN,0.834044945,19,Polite,0.112170264
Wikipedia,491915,I state what I see when I read it.  Are you and <url> the same editor?,13,9,9,15,12,A233ONYNWKDIYF,AEWF3138PFWEN,A1GWSZ4I2QGCNJ,A2ULMYRKQMNNFG,AZ1RJVNOZFIWV,-0.597027324,11.6,Rude,0.112466614
Wikipedia,626505,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",17,17,22,18,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,AYG3MF094634L,A1F4D2PZ7NNWTL,1.236243119,18.8,Polite,0.11247531
Wikipedia,395934,"Just to let you know, there's a <url> now. I don't know, is this mimicry allowed on Wikipedia?",9,12,14,13,5,A233ONYNWKDIYF,A2VMJFBCB921NI,AYG3MF094634L,AQENCS423BKON,AHH34KPTA2LSS,-0.751594012,10.6,Rude,0.112645433
Wikipedia,498973,"Is this like a printing error on a postage stamp, i.e. a rarity?",13,13,7,13,13,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A28K8ST8B2XU0N,A2QH1BQA6GR48O,AIPK94CUWL45W,-0.455392572,11.8,Rude,0.113065425
Wikipedia,383168,I'm pretty sure there already is a filter (possibly more than one) for this. What page got moved?,13,17,21,15,22,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.588587969,17.6,Polite,0.113647284
Wikipedia,427490,Hi RHM22. Would you or one of your coin-loving compatriots have access to <url>?,9,5,13,17,9,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2CE0KVP4A8J8K,-0.689446099,10.6,Rude,0.114197451
Wikipedia,281591,OTRS. At this point why not try?,13,12,12,13,8,A2WKPCZU4U110T,AYG3MF094634L,A3LXBP8T6JMY9B,A1RT9SQ9D9DLOV,A2BE71BN177IH3,-0.858456017,11.6,Rude,0.115101156
Wikipedia,265163,"Well, I fully agree with the three rationales Lumos has given above; and so evidently do about half the Wikipedians who have contributed to the RfC Lumos has cited.  If so many think that such links can be useful and appreciated, why does it matter so much to you that they should be eradicated?",5,4,13,10,9,A233ONYNWKDIYF,AHH34KPTA2LSS,A2UBXHCHM2I6IL,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-1.259935269,8.2,Rude,0.115440008
Wikipedia,98833,"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent.  Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",5,9,8,7,15,A1R4VG71V6XECZ,A233ONYNWKDIYF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A37ADCYLCSB5O2,-1.134255679,8.8,Rude,0.115838239
Wikipedia,428392,I have an email from the owner of this image that your BOT deleted.  Can you please restore this and I can send in the email granting me permission to post?,21,17,17,18,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.070393658,18.8,Polite,0.116080163
Wikipedia,330884,"Thanks for your work in cleaning up <url> (which is now finished, but for a few hard cases which likely will require the writing of articles to conform to those links). Would you like to collaborate on another section of this list?",25,17,9,21,24,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ARSOFYBFN51Q0,A28TXBSZPWMEU9,A00613921OIEGJA322163,1.087828957,19.2,Polite,0.116251887
Wikipedia,620988,"I do understand the bot was approved and is doing useful job, but. Is it possible to modify it to not save the changes if it is only one-two whitespace(s)?",19,13,17,22,15,A1486XFUE4FA27,A233ONYNWKDIYF,A3GEHPUTISVNB4,AO5E3LWBYM72K,AC25X12LNYY6Y,0.648180724,17.2,Polite,0.116699345
Wikipedia,91368,"What a joke, this player has played league football all his career and some clown has now deleted it off, what kind of rules has this been deleted under then? ""May be deleted"" seems a bit of a poor excuse to me personally, fancy giving me some information as to why this has been deleted then guys?",3,1,9,3,1,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2AMGE57IJVSHF,-2.344213068,3.4,Rude,0.117088351
Wikipedia,621357,There hasn't been much progress made in the last three days. Is anyone interested in responding?,22,13,21,16,17,A3L8MJ1C4OEDGV,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,0.832638993,17.8,Polite,0.117289207
Wikipedia,182297,"It is fair use. And, I have no free alternative in the context of ""Sugoroku Mutou."" Now, why don't you find me a replacement picture in the context of ""Japanese names,"" and I will accept the removal of the picture?",10,13,13,16,4,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,A29B522D0BX6HN,-0.755160608,11.2,Rude,0.117938715
Wikipedia,509171,"By revert all user contributions, do you mean '''all''' contributions? or just all contributions to one article?",11,13,13,13,10,AD8ZUKPJT9E6,A233ONYNWKDIYF,A22SZHZTF72TRM,A13CO3B2BRXQLZ,AEYHIQUDWJ3KV,-0.390886829,12,Rude,0.118476657
Wikipedia,244336,Thanks very much for your edit to the <url> article. Would you be interested in tackling the <url> of <url>?,23,16,24,21,25,A2QN0EGBRGJU1M,A2GSW5RBAT5LQ5,AO5E3LWBYM72K,A2ULMYRKQMNNFG,A3TFQK7QK8X6LM,1.313955076,21.8,Polite,0.119074329
Wikipedia,456261,"He has requested unblock, states that he has edited from a school IP and that may be the reason for it. Who is he supposed to be a sock of, and what's the evidence?",13,13,9,21,1,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A2AMGE57IJVSHF,-0.506639819,11.4,Rude,0.119227034
Wikipedia,618996,"The information itself obviously demonstrates notability. I'm sure other sources can be found, however&mdash;will you back off if other sources are added?",11,17,7,7,9,A21753FQKCM5DQ,ANGX5PAAYGL9P,A22SZHZTF72TRM,A1F4D2PZ7NNWTL,A9LK8OAITVXOQ,-0.87069258,10.2,Rude,0.119251866
Wikipedia,600218,"On a related note, I went through your recent article-work, and saw nothing wrong with your contributions. I was wondering, would you like me to grant your account <url> to make it easier to revert vandalism when you come across it?",21,17,19,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,1.035776541,19,Polite,0.120087939
Wikipedia,128944,"At the top of my talk page, it says, ""If I left you a message: please answer on your talk page, as I am watching it.""  I think I already explained this to you.  Is there a reason we cannot communicate?",17,15,7,5,9,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AVHARSCRX7M9E,A13CO3B2BRXQLZ,AEYHIQUDWJ3KV,-0.664168662,10.6,Rude,0.120127639
Wikipedia,629492,Yes please! Buffing up ''<url>'' to at least reflect a bit better on current state-of-play-taxonomically would be good :) Any Reliable Sources call it a <url> ?,13,25,13,24,19,A233ONYNWKDIYF,AO5E3LWBYM72K,A24VFD1THQRMFO,A3E11SHVDD48Z8,A2WZQ92N4809N1,0.672840866,18.8,Polite,0.12042563
Wikipedia,502976,"I've made some changes to the <url>, and started a discussion on the template talk page. I'm a bit stuck on some bits of table formatting and linking, so I wondered if you'd be able to help?",24,16,23,17,17,ANGX5PAAYGL9P,AYG3MF094634L,A3H7G3TQXAYGYD,AQWC8BPA9JB7T,A13CO3B2BRXQLZ,1.271119829,19.4,Polite,0.121316624
Wikipedia,624042,"Well, actually I wanted to know if there were any errors in my own maps. ;)  Anyway, is the new map at <url> better?",13,17,21,16,16,A2UFD1I8ZO1V4G,ARYGQ46IMW8AU,A3H7G3TQXAYGYD,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,0.56596371,16.6,Polite,0.121753012
Wikipedia,4767,I noticed you removed Pero Defformero from the list of folk metal bands and artists. What is the problem with this band?,14,10,8,21,7,AW6UIL04MLQ9N,A21FGAQF6DQ9D9,A1BJTTNDDFZ3ZP,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,-0.426832021,12,Rude,0.122245035
Wikipedia,429854,"It's simple Pumpie. Why don't you try to understand all parts, or write in your own language?",9,17,10,9,7,A233ONYNWKDIYF,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,AB08R15AWTVDT,-0.924809648,10.4,Rude,0.122871962
Wikipedia,153809,That user <url> moved <url> page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,9,9,13,13,9,A3I83CQLOZRO79,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,AIPK94CUWL45W,-0.811539898,10.6,Rude,0.123530482
Wikipedia,556091,"Yes, but not this week as I have university exams. Perhaps next week (or you want this to be a lead-up story for Earth Day)?",17,11,22,16,19,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,0.685435605,17,Polite,0.123626091
Wikipedia,6478,Thanks. Do you happen to know if the postcard was origianlly published in Japan?,17,21,25,15,20,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,1.1498799,19.6,Polite,0.123918966
Wikipedia,23281,To ''Arbcom''? Aren't we being a bit dramatic here when other forms of dispute resolution have not been tried?,9,11,11,8,9,A233ONYNWKDIYF,AYG3MF094634L,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.250513053,9.6,Rude,0.124187785
Wikipedia,343214,Hi - how's it going?  Do you need more time?,21,17,24,24,21,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,1.630581644,21.4,Polite,0.124385068
Wikipedia,135076,"I'm happy to help!  After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",13,25,9,21,23,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,A3OW54MEVDKXJL,A1JK9DYKWYZZEK,AZ1RJVNOZFIWV,0.88877125,18.2,Polite,0.124773802
Wikipedia,621292,Thanks for identifying it as self created. What license do you release it under?,21,21,17,21,21,A2X9AEDAHF7O7S,A3LSDGSZQEK7NF,A34A6MSJTD9A4L,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.719558572,20.2,Polite,0.125408896
Wikipedia,9038,Your bot takes zh:u514bu91ccu65afu6258u5f17xb7u6885u7b56u723eu5fb7 off of the Christoph Metzelder page. What exactly is wrong with it?,9,13,13,13,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-0.833700045,10.6,Rude,0.125618037
Wikipedia,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism.  Can you cite any scholars or experts who support your thesis?,17,5,5,18,13,A233ONYNWKDIYF,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-0.407145505,11.6,Rude,0.125743475
Wikipedia,527992,"Oops, I also just realized that I probably shouldn't delete this image because I added a comment on the talk page.  Is this correct?",17,21,16,16,21,A2WKPCZU4U110T,AO5E3LWBYM72K,ARYGQ46IMW8AU,A38WUWONC7EXTO,A38N58BSMTA0BE,0.636644916,18.2,Polite,0.12676862
Wikipedia,265022,I restored the lead picture series I like. What do you think?,16,17,13,19,19,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,0.694131813,16.8,Polite,0.126984576
Wikipedia,441617,I obviously made a mistake too. Do you really think I'd purposefully misinterpret things like that?,9,12,17,9,13,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A00613921OIEGJA322163,AIPK94CUWL45W,A19ZT0TQPFA2,-0.954927567,12,Rude,0.127436774
Wikipedia,151303,It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?,1,9,13,1,5,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A8ZO8H4HIEYLP,A3GOI327COFGY5,-1.829536659,5.8,Rude,0.127903771
Wikipedia,559038,"Hi, thanks for letting me know about my signature not being linked. I tried to save the settings in preferences - did it work?",25,13,17,23,19,A1BQCRF5Q76YFY,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A31RP7HI5172B,A3SQ6ORWDN5BGZ,0.885005759,19.4,Polite,0.128287101
Wikipedia,432763,"Hey Alex... I just emailed a United Kingdom professor, intending to email a University of Kentucky professor. If he expresses interest, are you the person he should talk to?",17,17,19,16,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,0.917101611,18.8,Polite,0.128326685
Wikipedia,196952,"While editing the COIN page regarding Ciplex, I accidently broke your sig. Since I don't want any more flame, could you please fix it?",21,21,14,17,19,A1T5YMBH35PDBX,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,1.102925698,18.4,Polite,0.129186128
Wikipedia,287154,"Dan, can you take a look at the last exchange regarding the 1952 election?  Looking at the citations, is there doubt in your mind that there was a deal, or at least that it has been widely suggested by reliable sources that there was a deal?",19,17,13,17,21,A2QN0EGBRGJU1M,A2YFPO0N4GIS25,A2GSW5RBAT5LQ5,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,0.680269789,17.4,Polite,0.129633937
Wikipedia,44807,"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",21,17,13,20,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.025681713,19.2,Polite,0.129883741
Wikipedia,86372,On the mediation page you made a number of statements that I said I would like to discuss with you. Would you be willing to do that <url>?,17,17,17,21,13,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,0.726101954,17,Polite,0.130746313
Wikipedia,366668,"'''<url>'''Please also answer the questions at paragraph '''<url>''' above, as you are looking like a classic bully admin who abuses his powers and should be stripped of that role.  Is there any review process in wikipedia, for proposing that you be stripped of your admin powers for bullyism?",5,7,5,13,10,A2NRW37D7QPLRE,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,A2WZQ92N4809N1,-1.823542064,8,Rude,0.131446762
Wikipedia,491417,"You had said at CFD that you were allowing some time for <url> to be listified. We're past that time, can the cat now be deleted?",5,17,9,13,15,A6YO9886DY2SC,A1T546143DSJDI,A3CFNUD7VR2E1E,A2LQ33BQ8G259D,A2UBXHCHM2I6IL,-0.310355063,11.8,Rude,0.132972792
Wikipedia,622173,"So you see KV, just in case you missed the point, you are in the naughty chair in the naughty corner because of your own baloney, baloney that you bring yourself.  Now, didn't you like that story?",1,2,9,5,1,A1486XFUE4FA27,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AC25X12LNYY6Y,A872FSFU7WV6W,-2.299617653,3.6,Rude,0.133494557
Wikipedia,468821,Good day. Can look at this report please <url> ?,21,21,17,13,19,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,0.954165874,18.2,Polite,0.133629656
Wikipedia,479175,"Re: <url>: if it's eligible for Did You Know, it's by definition not a stub. Cool?",17,9,1,13,9,A233ONYNWKDIYF,A1W2G1N4BDF2DW,AD317NO9623GZ,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,-0.532338116,9.8,Rude,0.134233082
Wikipedia,624413,"I also spoke to <url>, who wanted a lot of the WW2 information. I am just wondering if I addressed everything you talked about or is there more that needs to be done?",9,21,17,20,16,AEWF3138PFWEN,A2ZKDPANCVA690,A2HUIIM8G3Q1VI,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,0.417191209,16.6,Polite,0.134322847
Wikipedia,38386,"The <url> page said that <url> will be shown on the <url> subchannels 26.5 and 26.6, and also on analog channel 48. It is also expected that The U Too will displace Me Too from analog channel 48. If that's the case, then, where do you suppose Me Too will end up? What new channel in Chicago will it be shown on?",12,17,22,18,20,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2HHK2B1GUH9GX,A31RP7HI5172B,A3SQ6ORWDN5BGZ,0.535320497,17.8,Polite,0.135215084
Wikipedia,621241,"We? Which ""we"" would this be?",13,13,10,10,9,A2VMJFBCB921NI,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1RT9SQ9D9DLOV,A1Y3Z92RE62NPS,-0.804329186,11,Rude,0.13569086
Wikipedia,330515,"Hi Cm, I noticed your edits with the edit summary ""unicodify"" when removing mdash and ndash. Are you sure this is correct and are you preserving the n/m distinction?",17,13,13,20,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,0.491188245,16.8,Polite,0.135809611
Wikipedia,557924,I wasn't aware my statement was supposed to cause worry.  Is there something I'm missing?,13,9,13,16,9,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-0.481474543,12,Rude,0.135979782
Wikipedia,622815,"Self-follow-up: Also, while sometimes the status quo should be maintained, by supporting it in this case, you're also supporting a ""revert-first, ask questions later"" approach to dealing with good faith edits. Is that really what you want?",9,9,9,9,11,A233ONYNWKDIYF,A2WKPCZU4U110T,A302M81U0HM7RJ,A2LTFK382VHMWY,AZOAW8JH5HJJK,-0.980814593,9.4,Rude,0.13612708
Wikipedia,615680,"""Odder"" in what sense? Also, why are you still delaying?",9,9,15,13,9,A16PRU8T6NZLN5,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,AQWC8BPA9JB7T,A1KC138MX47DXA,-0.607449988,11,Rude,0.136277624
Wikipedia,133689,"Holy steaming <url>.  I presume you know about the <url>, yes?",9,9,7,17,7,A3G9MSZVWB7W42,A36UK50UE5YFVZ,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A38N58BSMTA0BE,-1.527072693,9.8,Rude,0.136480661
Wikipedia,626183,"No, I'm not aware of that. Which two articles?",13,21,17,17,20,A233ONYNWKDIYF,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A204JAK7QRDWVM,A1KC138MX47DXA,0.472425381,17.6,Polite,0.136970639
Wikipedia,576930,<url> is currently an orphaned article. Can you find some articles to link to 'Christa Behmenburg''?,14,18,21,16,14,AW6UIL04MLQ9N,AO5E3LWBYM72K,A3E157ZN8XPUKJ,AVHARSCRX7M9E,A1E0EK09CA5OIO,0.18039309,16.6,Polite,0.13705348
Wikipedia,584634,"Would you be okay if I seconded your nomination? Or would you prefer me to add as a ""support""?",17,25,15,17,21,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.821665062,19,Polite,0.138214386
Wikipedia,257705,"Hi Skully, I've been keeping an eye on your edits over the past few weeks, and I think you should be a admin. Is it alright if I nominated you to be an admin?",21,17,17,17,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.131477491,19.4,Polite,0.139279435
Wikipedia,621291,Why do you ask me questions to which you already know the answers? Is it a rhetorical device?,5,5,9,11,13,A233ONYNWKDIYF,A34A6MSJTD9A4L,AO5E3LWBYM72K,AQWC8BPA9JB7T,A37ADCYLCSB5O2,-1.312010417,8.6,Rude,0.139476448
Wikipedia,620627,?????????????????,5,9,7,1,5,A233ONYNWKDIYF,AE3D6SE2D8UPQ,AO5E3LWBYM72K,A3H7G3TQXAYGYD,AZOAW8JH5HJJK,-1.713040136,5.4,Rude,0.139497218
Wikipedia,526692,"Where do you suggest that I post the citation? In the ""USNA"" section or the ""Hispanic alumni section""?",21,21,17,17,16,A1J7EVLCZZQSEM,A16PRU8T6NZLN5,AEWF3138PFWEN,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,0.688518654,18.4,Polite,0.140114268
Wikipedia,619726,"The consequences apparently have no sliding scale? It's either ""you're blocked,"" or you're not?",8,13,10,13,9,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,-0.616693519,10.6,Rude,0.140900079
Wikipedia,381951,I have just reported a high level of Vandalism at the page <url>. Is it possible to impose a temporary protection to the page?,14,17,22,17,13,AYG3MF094634L,A3KVLFBRO8X2MZ,A2MWGIVIKOXWYM,A2ULMYRKQMNNFG,A302M81U0HM7RJ,0.340989908,16.6,Polite,0.143202772
Wikipedia,594509,While watching the contribs I noticed that the bot blanked <url> which has already been checked and is listed at <url>. Isn't that supposed to be the thing that these lists of MRGs were supposed to prevent?,9,13,13,5,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,-0.690627528,10.6,Rude,0.144375407
